Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts
D,1,Cédric,4.2,4.2,Fulham,17,0.58,19,0.60,0,0.00,23,0.91,22,0.88,22,0.86,19,0.41,22,0.75,20,1.01
G,2,Leno,4.5,4.5,Fulham,88,3.39,87,3.25,0,0.00,84,3.50,87,3.66,84,3.49,85,1.86,85,3.30,84,5.40
M,3,Xhaka,4.9,4.9,Arsenal,74,3.62,70,2.89,69,3.17,67,3.06,67,2.42,66,2.59,62,2.95,63,2.04,63,2.51
M,4,Elneny,4.1,4.1,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,5,Holding,4.2,4.2,Arsenal,2,0.10,3,0.13,4,0.19,5,0.24,5,0.17,5,0.21,6,0.31,5,0.17,3,0.15
M,6,Partey,4.7,4.7,Arsenal,65,2.69,64,2.33,65,2.58,62,2.42,62,2.01,60,2.09,58,2.36,59,1.73,59,2.06
M,7,Ødegaard,7.0,7.0,Arsenal,82,5.99,81,4.87,79,5.34,76,5.17,76,3.91,76,4.23,74,5.21,73,3.13,72,4.09
D,8,Tierney,4.6,4.6,Arsenal,12,0.71,14,0.68,15,0.84,16,0.90,17,0.70,17,0.82,19,1.13,16,0.54,18,0.90
M,9,Pépé,5.3,5.3,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,10,White,4.7,4.7,Arsenal,72,4.67,69,3.67,71,4.58,68,4.06,68,2.69,69,3.48,67,4.31,68,2.01,69,3.52
F,11,Nketiah,6.8,6.8,Arsenal,27,1.84,32,1.85,24,1.59,19,1.28,21,1.15,19,1.08,21,1.43,17,0.84,20,1.16
M,12,Smith Rowe,5.6,5.6,Arsenal,11,0.84,10,0.67,11,0.82,15,1.15,17,1.05,23,1.44,23,1.71,23,1.17,24,1.51
M,13,Saka,8.5,8.1,Arsenal,85,6.76,82,5.31,76,5.64,76,5.68,76,4.22,76,4.58,74,5.72,75,3.43,77,4.66
D,14,Tomiyasu,4.2,4.2,Arsenal,23,1.38,30,1.51,31,1.90,34,1.90,36,1.40,35,1.73,43,2.60,39,1.16,41,2.01
G,15,Ramsdale,4.9,4.9,Arsenal,88,4.39,88,3.92,88,4.41,87,4.07,86,3.38,87,3.81,85,4.22,85,3.11,86,3.82
D,16,Gabriel,5.2,5.1,Arsenal,88,5.26,83,3.98,80,4.71,80,4.31,78,2.74,78,3.52,73,4.32,74,1.93,74,3.42
D,17,Tavares,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,18,Sambi,4.3,4.3,Crystal Palace,50,1.68,43,2.80,0,0.00,45,1.65,45,1.52,44,1.54,47,1.70,46,1.53,42,1.52
M,19,Martinelli,6.5,6.2,Arsenal,75,5.83,69,4.43,66,4.83,64,4.68,61,3.43,57,3.51,53,4.06,57,2.71,55,3.38
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,21,Maitland-Niles,4.8,4.8,Southampton,56,1.79,51,3.14,50,1.55,42,1.32,42,1.23,37,1.31,0,0.00,40,1.41,42,1.26
M,22,Torreira,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,23,Nelson,4.7,4.7,Arsenal,3,0.23,2,0.15,2,0.20,4,0.29,4,0.28,5,0.34,7,0.52,6,0.32,6,0.38
G,24,Turner,3.8,3.8,Arsenal,2,0.08,2,0.10,2,0.10,3,0.15,4,0.15,3,0.14,4,0.22,5,0.17,4,0.16
M,25,Fábio Vieira,5.6,5.6,Arsenal,16,1.09,14,0.82,12,0.78,13,0.86,11,0.63,10,0.56,13,0.91,12,0.56,12,0.68
D,26,Saliba,5.3,5.3,Arsenal,86,4.75,82,3.71,81,4.43,78,3.91,78,2.56,77,3.30,74,4.04,75,1.84,75,3.27
M,27,Marquinhos,4.6,4.6,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,28,Jesus,7.9,7.9,Arsenal,5,0.40,26,1.59,55,3.58,65,4.29,68,3.53,70,3.79,71,4.79,75,3.23,73,3.95
M,29,Coutinho,6.6,6.6,Aston Villa,0,0.00,0,0.00,0,0.00,10,1.11,22,1.37,39,2.04,47,2.32,47,2.74,50,2.17
F,30,Ings,6.4,6.4,West Ham,65,2.91,56,3.20,0,0.00,39,4.60,40,2.18,39,1.92,37,2.13,40,2.16,39,2.90
G,31,Martínez,4.9,4.9,Aston Villa,89,3.99,87,3.36,87,3.88,87,6.53,87,3.89,86,3.40,85,3.26,85,3.61,84,3.00
D,32,Chambers,4.2,4.2,Aston Villa,5,0.20,8,0.22,4,0.17,4,0.23,6,0.25,3,0.10,6,0.16,6,0.20,8,0.17
D,33,Digne,4.6,4.6,Aston Villa,36,1.84,35,1.38,39,2.07,38,2.74,38,1.98,36,1.49,36,1.38,38,1.83,40,1.19
M,34,Traoré,4.9,4.9,Aston Villa,12,0.71,14,0.78,13,0.86,14,1.53,13,0.86,11,0.64,12,0.67,12,0.76,12,0.63
G,35,Olsen,3.9,3.9,Aston Villa,1,0.03,3,0.11,3,0.14,3,0.22,3,0.13,4,0.14,4,0.15,5,0.20,6,0.20
M,36,Sanson,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,37,McGinn,5.1,5.1,Aston Villa,73,2.86,73,2.50,71,3.00,66,4.45,65,2.74,65,2.35,65,2.26,67,2.66,65,2.07
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,86,3.47,82,2.27,77,3.16,77,3.79,76,3.12,76,2.28,75,2.01,73,2.68,71,1.36
F,40,Watkins,7.3,7.3,Aston Villa,84,4.51,83,3.81,80,4.84,80,7.26,78,4.60,79,3.93,77,3.65,74,4.27,76,3.19
M,41,Nakamba,4.3,4.3,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,42,Buendía,5.7,5.7,Aston Villa,65,3.31,61,2.70,65,3.64,61,5.23,61,3.34,60,2.81,55,2.49,57,3.06,56,2.27
D,43,Cash,4.6,4.6,Aston Villa,73,3.33,69,2.21,67,3.15,67,3.90,67,3.13,66,2.30,65,2.02,64,2.69,62,1.42
D,44,Konsa,4.4,4.4,Aston Villa,87,3.61,77,2.28,55,2.30,45,2.46,47,2.00,46,1.47,45,1.30,48,1.84,49,1.03
M,45,Bailey,4.4,4.4,Aston Villa,61,3.51,61,2.98,60,3.81,59,5.64,57,3.55,55,2.90,52,2.63,51,3.11,49,2.22
M,46,Douglas Luiz,4.8,4.8,Aston Villa,71,3.01,68,2.52,70,3.22,68,4.92,67,3.06,66,2.57,65,2.44,66,2.87,62,2.12
M,47,Ramsey,5.2,5.2,Aston Villa,57,2.87,56,2.43,54,3.02,54,4.63,52,2.86,48,2.25,49,2.21,47,2.52,50,2.00
M,48,Chukwuemeka,4.3,4.3,Chelsea,2,0.19,3,0.23,2,0.21,2,0.36,2,0.14,4,0.29,3,0.06,3,0.28,3,0.30
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,2,0.07,14,0.43,47,2.01,58,3.03,57,2.39,58,1.81,59,1.65,58,2.19,56,1.14
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,82,2.52,81,2.22,80,2.57,78,4.21,76,2.45,74,2.13,74,2.06,73,2.25,75,1.93
F,54,Archer,4.2,4.2,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,57,Smith,4.3,4.3,Bournemouth,76,1.35,73,1.79,68,1.82,63,3.98,59,1.63,56,1.24,57,1.95,59,1.88,62,2.08
M,58,Stanislas,4.8,4.8,Bournemouth,9,0.46,10,0.60,7,0.46,7,0.94,8,0.52,8,0.50,9,0.57,9,0.56,9,0.63
D,59,Fredericks,4.4,4.4,Bournemouth,26,0.64,25,0.75,26,0.83,25,1.81,28,0.89,29,0.77,29,1.08,31,1.10,27,1.00
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,0,0.00,0,0.01,1,0.18,1,0.12,1,0.10,1,0.12,2,0.17,1,0.13
M,61,Lowe,5.2,5.2,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,62,Moore,5.1,5.1,Bournemouth,4,0.20,6,0.34,5,0.28,6,0.71,6,0.34,8,0.38,7,0.43,8,0.46,6,0.38
M,63,Marcondes,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,64,Lerma,4.7,4.7,Bournemouth,84,1.93,79,2.00,77,1.97,74,3.97,75,1.94,74,1.82,74,2.02,75,2.01,72,1.98
D,65,Stacey,4.3,4.3,Bournemouth,5,0.12,4,0.11,4,0.12,6,0.39,8,0.25,9,0.24,9,0.33,10,0.36,8,0.27
F,66,Solanke,5.5,5.5,Bournemouth,85,2.94,81,3.53,79,3.31,76,7.14,75,3.32,74,2.91,75,3.48,74,3.30,75,3.67
M,67,Cook,4.9,4.9,Bournemouth,12,0.35,33,0.94,53,1.50,62,3.61,62,1.73,63,1.68,61,1.80,65,1.85,64,1.85
M,68,Pearson,4.4,4.4,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,69,Christie,5.3,5.3,Bournemouth,23,0.91,17,0.79,14,0.64,12,1.18,13,0.60,14,0.65,14,0.66,16,0.75,13,0.67
M,70,Billing,5.1,5.1,Bournemouth,77,2.49,69,2.76,62,2.50,61,5.32,60,2.50,60,2.25,61,2.65,63,2.63,60,2.76
D,71,Mepham,4.3,4.3,Bournemouth,18,0.36,14,0.34,15,0.40,13,0.74,13,0.34,17,0.36,15,0.47,29,0.89,18,0.56
G,72,Travers,4.2,4.2,Bournemouth,1,0.03,1,0.04,2,0.06,1,0.11,1,0.04,3,0.09,3,0.12,3,0.10,1,0.06
D,73,Kelly,4.3,4.3,Bournemouth,11,0.20,39,0.90,61,1.55,73,4.37,73,1.89,72,1.45,71,2.32,74,2.21,67,2.14
M,74,Dembélé,4.7,4.7,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,75,Anthony,5.2,5.2,Bournemouth,49,1.81,41,1.83,33,1.50,32,3.10,34,1.55,32,1.39,34,1.65,33,1.55,35,1.73
D,76,Zemura,4.3,4.3,Bournemouth,64,1.15,58,1.54,55,1.59,49,3.33,49,1.45,51,1.20,50,1.81,56,1.86,52,1.87
G,77,Dennis,3.9,3.9,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,78,Jansson,4.2,4.2,Brentford,36,1.52,46,3.41,45,1.79,45,2.12,43,1.49,46,1.50,46,1.81,43,1.08,46,2.09
M,79,Nørgaard,5.3,5.3,Brentford,83,2.88,80,5.17,78,2.76,76,4.34,74,2.37,73,2.27,76,2.60,74,2.11,72,2.66
F,80,Toney,7.6,7.6,Brentford,87,5.17,78,7.95,69,4.26,58,5.06,34,1.79,32,1.57,20,1.19,19,0.80,20,1.28
G,81,Raya,4.8,4.8,Brentford,89,3.88,87,7.43,88,3.78,86,6.32,86,3.48,86,3.46,86,3.73,85,3.18,85,3.90
D,82,Canós,5.0,5.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,83,Dasilva,4.1,4.1,Brentford,45,2.63,44,4.60,44,2.58,44,3.91,42,2.18,43,2.09,41,2.37,42,1.86,43,2.61
D,84,Ajer,4.5,4.5,Brentford,50,2.12,50,3.80,51,2.10,47,2.35,49,1.73,48,1.65,49,2.01,48,1.28,48,2.26
D,85,Henry,4.5,4.5,Brentford,76,3.23,73,5.64,72,3.00,73,3.63,68,2.44,69,2.39,68,2.81,67,1.77,66,3.14
M,86,Janelt,5.5,5.5,Brentford,47,1.86,47,3.50,48,1.89,48,3.23,51,1.82,50,1.75,51,1.94,46,1.54,49,1.95
M,87,Ghoddos,4.8,4.8,Brentford,0,0.03,1,0.15,2,0.12,3,0.32,4,0.27,5,0.28,5,0.33,6,0.32,6,0.40
M,88,Jensen,4.8,4.8,Brentford,68,3.02,69,5.48,66,2.94,64,4.57,65,2.59,62,2.40,60,2.63,64,2.23,61,2.86
M,89,Wissa,5.3,5.3,Brentford,38,2.54,39,4.54,38,2.56,42,4.11,47,2.70,47,2.49,48,2.99,47,2.21,52,3.43
D,90,Roerslev,4.3,4.3,Brentford,11,0.41,13,0.94,15,0.61,17,0.93,19,0.70,20,0.73,22,0.95,21,0.63,23,1.09
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,82,3.30,77,5.63,78,3.08,75,3.51,73,2.50,73,2.41,70,2.76,72,1.80,71,3.23
M,93,Onyeka,4.8,4.8,Brentford,10,0.44,14,1.20,16,0.72,19,1.56,21,0.88,21,0.87,24,1.00,24,0.93,24,1.04
M,94,Baptiste,4.5,4.5,Brentford,9,0.48,9,0.95,12,0.62,14,1.23,15,0.74,16,0.72,16,0.81,17,0.75,16,0.81
F,95,Mbeumo,5.8,5.8,Brentford,72,3.72,70,6.38,68,3.58,67,5.40,66,3.08,65,2.84,64,3.27,63,2.47,63,3.37
D,96,Goode,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.8,4.8,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,6,0.02,16,0.91,26,2.73
G,102,Steele,3.9,3.9,Brighton,1,0.05,2,0.21,0,0.00,3,0.29,5,0.21,3,0.17,4,0.01,5,0.21,4,0.37
F,103,Welbeck,6.5,6.5,Brighton,54,3.47,50,6.55,0,0.00,48,6.43,47,3.04,45,3.10,47,0.20,47,3.13,46,5.78
M,104,Groß,5.4,5.4,Brighton,83,4.10,79,7.89,0,0.00,77,7.83,76,3.67,78,4.00,78,0.25,76,3.86,75,7.08
D,105,Duffy,4.3,4.3,Fulham,1,0.04,3,0.10,0,0.00,4,0.16,5,0.17,4,0.16,5,0.11,6,0.18,5,0.23
D,106,Dunk,4.7,4.6,Brighton,88,3.77,86,7.21,0,0.00,83,7.01,82,2.85,81,3.07,81,0.16,83,3.57,81,6.02
M,107,March,5.1,5.1,Brighton,61,3.10,75,7.62,0,0.00,75,7.74,73,3.58,71,3.74,71,0.23,72,3.71,70,6.69
D,108,Webster,4.5,4.5,Brighton,71,3.16,55,4.75,0,0.00,48,4.21,46,1.71,63,2.53,45,0.10,45,2.03,47,3.67
D,109,Veltman,4.6,4.6,Brighton,58,2.60,54,4.76,0,0.00,52,4.59,53,1.96,57,2.30,50,0.11,50,2.26,49,3.84
F,110,Maupay,5.9,5.9,Everton,53,2.48,42,2.15,24,1.10,22,1.19,26,1.19,24,1.35,25,1.27,26,1.34,26,1.34
M,111,Trossard,6.6,6.6,Arsenal,64,5.03,51,3.39,42,3.13,38,2.90,33,1.99,34,2.17,35,2.77,31,1.64,32,2.10
D,112,Cucurella,5.0,5.0,Chelsea,28,1.38,23,1.05,25,1.36,27,2.56,28,1.26,28,1.24,27,0.28,27,1.37,25,1.18
G,113,Sánchez,4.6,4.6,Brighton,89,3.93,88,7.71,0,0.00,87,7.60,85,3.76,87,4.31,86,0.25,85,3.87,85,7.13
D,114,Lamptey,4.2,4.2,Brighton,33,1.84,26,2.82,0,0.00,27,2.95,28,1.32,30,1.58,27,0.08,29,1.63,26,2.63
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.4,5.4,Brighton,85,4.04,80,7.77,0,0.00,75,7.48,76,3.57,77,3.84,73,0.23,74,3.65,74,6.78
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.10,5,0.02,5,0.28,7,0.75
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,21,1.40,18,2.47,0,0.00,21,2.81,21,1.43,21,1.48,23,0.10,20,1.35,19,2.45
M,120,Caicedo,5.0,5.0,Brighton,84,2.80,81,5.38,0,0.00,79,5.31,76,2.60,75,2.82,75,0.17,77,2.63,76,4.86
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.0,5.0,Brighton,37,2.38,35,4.55,0,0.00,35,4.67,34,2.21,34,2.32,35,0.15,32,2.13,32,3.98
M,124,Mitoma,5.3,5.2,Brighton,78,4.48,75,8.63,0,0.00,75,8.83,74,4.07,73,4.27,73,0.26,70,4.13,71,7.64
F,125,Enciso,4.6,4.6,Brighton,18,1.11,15,1.87,0,0.00,16,2.05,19,1.20,19,1.26,18,0.08,16,1.03,16,1.89
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,3,0.13,9,0.38,17,0.87,22,2.00,21,0.93,23,1.00,22,0.22,19,0.95,23,1.03
D,128,Thiago Silva,5.5,5.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8,0.31,30,0.25,39,1.78,51,1.94
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.8,5.8,Arsenal,33,1.70,40,1.77,39,1.88,40,1.92,42,1.65,42,1.75,46,2.25,46,1.61,45,1.88
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,38,1.59,46,1.82,44,1.86,40,3.26,39,1.50,36,1.44,41,0.41,41,1.71,37,1.78
G,133,Arrizabalaga,4.7,4.7,Chelsea,88,4.08,88,3.84,87,4.35,85,7.52,84,3.75,84,3.67,84,0.92,83,3.85,82,4.28
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,6,0.24,14,0.60,30,2.40,30,1.15,32,1.21,34,0.33,33,1.33,32,1.49
M,135,Ziyech,5.5,5.5,Chelsea,13,0.86,18,1.16,15,1.05,18,2.41,16,0.96,17,1.10,15,0.24,17,1.18,16,1.20
M,136,Loftus-Cheek,5.0,5.0,Chelsea,27,1.33,27,1.29,24,1.28,24,2.42,23,1.12,22,1.11,24,0.30,24,1.22,26,1.50
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.8,5.8,Chelsea,60,3.20,61,2.84,60,3.47,54,5.21,53,2.46,53,2.42,53,0.51,52,2.76,55,2.38
M,140,Pulisic,5.6,5.6,Chelsea,0,0.00,1,0.09,7,0.50,16,2.25,15,0.95,15,1.04,17,0.28,16,1.17,17,1.29
D,141,Chalobah,4.5,4.5,Chelsea,29,1.39,26,1.09,25,1.32,27,2.33,29,1.21,28,1.18,22,0.20,26,1.24,21,0.87
M,142,Mount,7.2,7.2,Chelsea,48,2.78,47,2.63,45,2.74,44,5.17,44,2.32,43,2.35,43,0.57,42,2.53,42,2.57
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.6,7.6,Chelsea,65,3.51,63,3.33,61,3.40,60,6.61,58,2.84,59,3.04,57,0.72,55,3.15,57,3.29
D,146,James,5.8,5.8,Chelsea,70,4.33,68,3.64,66,4.34,62,6.91,59,3.12,60,3.15,57,0.64,58,3.55,57,2.89
G,147,Mendy,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.02,5,0.41,6,0.24,6,0.24,6,0.07,7,0.32,8,0.43
M,148,Gallagher,5.6,5.6,Chelsea,22,1.08,23,1.08,24,1.20,21,2.04,20,0.90,18,0.85,22,0.26,21,1.04,21,1.15
M,149,Gilmour,4.2,4.2,Brighton,16,0.74,24,2.15,0,0.00,23,2.15,24,1.16,25,1.31,25,0.08,21,1.00,20,1.82
