Pos,ID,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,610,Akanji,5.0,5.0,Man City,56,2.82,0,0.00,56,2.03,55,5.39,60,2.99,56,2.73,53,4.18,53,2.33
M,611,Gueye,4.8,4.8,Everton,77,2.73,78,2.46,69,2.12,66,2.14,68,1.97,67,1.92,67,2.12,66,2.33
D,612,Faes,4.2,4.2,Leicester,84,1.25,81,2.90,79,2.01,78,2.81,76,2.13,76,1.58,74,1.31,74,2.50
D,613,Kurzawa,4.3,4.3,Fulham,0,0.00,0,0.02,1,0.04,4,0.24,6,0.28,7,0.30,8,0.37,9,0.26
M,614,Willian,5.5,5.5,Fulham,71,3.09,73,3.84,71,3.06,69,5.38,68,3.70,67,3.18,63,3.17,62,2.34
G,615,Kovár,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,616,Zakaria,4.9,4.9,Chelsea,8,0.37,0,0.00,6,0.29,7,0.31,7,0.34,9,0.42,8,0.70,8,0.34
F,617,Aubameyang,8.4,8.4,Chelsea,10,0.68,0,0.00,10,0.73,9,0.53,12,0.82,12,0.95,13,1.44,14,0.88
F,618,Vinícius,5.4,5.4,Fulham,70,3.03,67,3.62,66,2.89,65,5.09,61,3.41,14,0.82,15,0.89,17,0.78
F,619,Gnonto,4.9,4.9,Leeds,18,0.94,35,1.70,35,1.88,35,1.68,36,1.40,35,1.56,38,1.69,35,1.67
M,620,Arthur,4.8,4.8,Liverpool,9,0.43,8,0.45,12,0.58,13,1.26,12,0.61,11,0.54,9,0.47,9,0.47
D,621,Badé,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,622,Larios,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,623,Caleta-Car,4.4,4.4,Southampton,33,1.28,7,0.14,8,0.26,8,0.16,7,0.23,7,0.21,8,0.16,7,0.15
M,624,Edozie,4.6,4.6,Southampton,1,0.06,1,0.11,1,0.11,2,0.14,2,0.13,2,0.14,2,0.17,2,0.13
F,625,Diego Costa,5.3,5.3,Wolves,36,1.97,32,1.66,35,1.89,36,1.55,34,1.83,35,1.51,36,1.88,35,1.42
G,626,Karius,3.9,3.9,Newcastle,0,0.01,0,0.00,1,0.03,0,0.02,1,0.05,1,0.04,0,0.02,1,0.04
G,627,Jakupović,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,628,Aurier,4.4,4.4,Nott'm Forest,14,0.45,44,0.86,72,2.04,69,2.02,68,3.16,67,1.50,68,1.47,66,2.22
M,629,Traoré,4.3,4.3,Wolves,13,0.55,4,0.15,5,0.24,6,0.25,7,0.30,8,0.32,6,0.25,7,0.27
M,630,Nwaneri,4.5,4.5,Arsenal,0,0.00,0,0.01,0,0.02,0,0.01,0,0.02,1,0.04,0,0.03,1,0.04
D,631,Sousa,4.0,4.0,Arsenal,0,0.01,1,0.02,1,0.02,1,0.02,0,0.01,1,0.05,1,0.05,1,0.05
M,632,Trevitt,4.4,4.4,Brentford,0,0.00,0,0.01,1,0.04,1,0.03,1,0.04,1,0.04,0,0.03,0,0.02
G,633,Cox,3.9,3.9,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01
F,634,Gordon,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,635,Bettinelli,4.0,4.0,Chelsea,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
D,636,Parkes,4.0,4.0,Fulham,0,0.01,1,0.02,1,0.02,1,0.03,1,0.02,0,0.01,1,0.02,0,0.01
D,637,John,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.01
D,638,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,639,Braybrooke,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,640,Turns,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,641,Godo,4.5,4.5,Fulham,0,0.00,0,0.01,0,0.01,0,0.04,0,0.03,0,0.01,1,0.06,1,0.04
D,642,Balmer,4.0,4.0,Crystal Palace,0,0.01,1,0.03,1,0.02,1,0.02,0,0.00,0,0.02,0,0.00,0,0.01
M,643,Mainoo,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.02,0,0.04,0,0.01,0,0.03,0,0.04,0,0.03
G,644,Goodman,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,645,Wormleighton,4.0,4.0,Leicester,0,0.00,0,0.01,0,0.01,0,0.01,1,0.02,0,0.01,1,0.02,1,0.04
D,646,Crama,4.0,4.0,Brentford,1,0.02,1,0.03,2,0.04,1,0.05,1,0.03,1,0.04,1,0.02,1,0.02
M,647,Payne,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,648,Finnigan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,649,Plain,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,650,Yarmolyuk,4.5,4.5,Brentford,0,0.00,0,0.03,1,0.04,1,0.06,1,0.04,1,0.05,1,0.04,0,0.01
M,651,Moran,4.5,4.5,Brighton,1,0.07,0,0.00,3,0.20,3,0.37,3,0.21,2,0.23,2,0.29,2,0.14
D,652,Furlong,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,653,Hutchinson,4.2,4.2,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,1,0.05,1,0.04,2,0.09,1,0.07,1,0.06,1,0.04,1,0.05,1,0.05
G,655,Hein,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.02,1,0.03
G,656,Bishop,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
F,657,Fraser,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.00
M,658,Griffiths,4.4,4.4,Wolves,0,0.00,0,0.01,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01
F,659,Mateo Joseph,4.5,4.5,Leeds,1,0.04,0,0.03,1,0.06,1,0.08,2,0.10,2,0.11,2,0.15,2,0.14
F,660,Shoretire,4.5,4.5,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,661,Hall,4.3,4.3,Chelsea,1,0.05,0,0.00,2,0.09,2,0.12,2,0.10,2,0.13,2,0.25,3,0.15
F,662,Cannon,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,663,Perkins,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,664,Lembikisa,4.0,4.0,Wolves,0,0.01,1,0.01,1,0.02,1,0.02,1,0.03,1,0.02,1,0.03,2,0.03
M,665,Doak,4.5,4.5,Liverpool,0,0.00,0,0.01,0,0.01,0,0.06,0,0.02,1,0.04,0,0.03,1,0.08
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,667,Sekularac,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.01,0,0.05,1,0.03,0,0.01,0,0.03,1,0.03
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
F,669,Mubama,4.5,4.5,West Ham,0,0.01,0,0.02,0,0.02,0,0.05,0,0.02,0,0.01,1,0.04,0,0.03
G,670,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,671,Morgan,4.5,4.5,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,672,Kadan Young,4.5,4.5,Aston Villa,2,0.13,2,0.13,3,0.18,1,0.08,1,0.08,1,0.05,1,0.07,1,0.06
D,673,Humphreys,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,674,Bennett,4.0,4.0,Man Utd,0,0.01,0,0.00,0,0.01,0,0.02,1,0.02,0,0.01,0,0.01,0,0.02
G,675,Smith,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,676,Ozoh,4.5,4.5,Crystal Palace,1,0.07,2,0.09,2,0.09,1,0.08,1,0.08,1,0.05,1,0.07,1,0.05
M,677,Hinshelwood,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.02,0,0.02,0,0.01,0,0.02,0,0.01,0,0.00
M,678,Price,4.5,4.5,Everton,1,0.04,1,0.05,0,0.02,1,0.04,1,0.04,1,0.04,1,0.04,0,0.02
M,679,Buonanotte,4.5,4.5,Brighton,9,0.42,0,0.00,13,0.68,14,1.48,15,0.83,13,1.10,11,1.17,10,0.51
M,680,Gakpo,7.6,7.6,Liverpool,65,3.81,65,4.59,62,3.45,60,7.79,59,3.87,55,3.44,55,3.60,53,3.43
M,681,Scarpa,4.7,4.7,Nott'm Forest,4,0.27,10,0.47,7,0.41,9,0.46,11,0.57,11,0.48,12,0.53,9,0.47
F,682,Cunha,5.3,5.3,Wolves,56,3.05,55,2.78,54,2.90,51,2.18,49,2.61,49,2.06,48,2.54,51,1.97
M,683,Kuol,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,684,D.D.Fofana,5.0,5.0,Chelsea,2,0.17,0,0.00,2,0.17,1,0.10,2,0.14,2,0.19,2,0.30,2,0.20
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,686,Simms,4.5,4.5,Everton,19,1.11,18,0.96,11,0.58,8,0.52,7,0.43,9,0.46,8,0.46,9,0.54
M,687,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,688,Schade,4.9,4.9,Brentford,38,1.92,52,2.85,55,2.34,57,3.49,56,2.41,57,3.13,54,2.43,54,2.32
D,689,Badiashile,5.0,5.0,Chelsea,16,0.58,0,0.00,12,0.56,12,0.33,17,0.74,14,0.72,19,1.01,21,0.84
F,690,João Félix,7.5,7.5,Chelsea,64,3.11,0,0.00,62,3.40,62,2.46,63,3.31,61,3.67,59,4.93,58,2.76
D,691,Wöber,4.4,4.4,Leeds,4,0.09,30,1.01,61,2.26,78,2.51,76,1.23,75,2.04,74,2.15,73,2.10
M,692,Orsic,5.1,5.1,Southampton,8,0.46,9,0.43,10,0.56,9,0.43,10,0.53,10,0.55,10,0.47,11,0.54
M,693,Alcaraz,5.0,5.0,Southampton,51,2.18,47,1.60,45,2.06,48,1.70,45,1.90,45,2.01,44,1.62,47,1.80
D,694,Álex Moreno,4.4,4.4,Aston Villa,76,2.71,73,2.69,71,3.63,70,1.72,70,2.90,68,2.63,67,1.67,67,2.45
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,0,0.00,0,0.01,0,0.03,1,0.04,0,0.02,1,0.03,1,0.05,0,0.03
F,697,Sadi,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,698,Lemina,4.5,4.5,Wolves,76,2.47,69,2.22,68,2.34,67,1.96,66,2.22,63,1.83,63,2.16,64,1.77
M,699,Mudryk,6.5,6.5,Chelsea,27,1.48,0,0.00,27,1.68,28,1.30,28,1.65,27,1.78,28,2.66,31,1.67
F,700,Rutter,5.2,5.2,Leeds,19,1.05,18,1.08,18,1.23,22,1.29,24,1.09,25,1.30,25,1.33,24,1.33
F,701,Weghorst,5.5,5.5,Man Utd,39,2.42,0,0.00,38,2.01,35,4.06,34,1.93,34,2.15,32,3.73,33,2.23
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,703,Danilo,4.5,4.5,Nott'm Forest,29,1.07,24,0.89,26,0.98,25,0.95,23,0.97,25,0.93,28,0.99,29,1.06
M,704,Sarabia,5.3,5.3,Wolves,34,1.99,32,1.74,32,1.88,31,1.46,31,1.80,31,1.42,32,1.86,29,1.27
M,705,Ouattara,5.0,5.0,Bournemouth,59,2.07,56,2.26,56,2.23,51,2.17,52,1.95,52,1.99,48,1.81,51,1.93
F,706,Pollock,4.5,4.5,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,707,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,708,Madueke,5.5,5.5,Chelsea,12,0.65,0,0.00,10,0.57,13,0.61,13,0.72,13,0.83,14,1.39,14,0.75
D,709,Kristiansen,4.5,4.5,Leicester,64,1.11,64,2.51,61,1.78,61,2.41,61,1.94,58,1.43,57,1.20,54,2.04
D,710,Kiwior,4.0,4.0,Arsenal,7,0.31,11,0.60,9,0.27,9,0.42,11,0.42,10,0.42,12,0.61,10,0.54
F,711,Durán,5.5,5.5,Aston Villa,18,0.95,15,0.81,17,1.09,15,0.76,13,0.73,10,0.62,12,0.62,11,0.65
M,712,Perrone,4.4,4.4,Man City,9,0.41,0,0.00,10,0.39,11,0.96,12,0.56,13,0.56,13,1.02,12,0.50
M,713,Danjuma,6.1,6.1,Spurs,12,0.95,15,0.87,13,0.84,13,0.81,11,0.87,13,0.93,13,1.01,9,0.70
F,714,Semenyo,5.0,5.0,Bournemouth,19,0.93,21,1.21,23,1.25,23,1.35,24,1.18,24,1.24,23,1.16,25,1.22
M,715,Tetê,5.2,5.2,Leicester,36,1.44,36,1.92,33,1.65,30,1.60,33,1.65,31,1.50,29,1.27,32,1.70
D,716,Bree,4.5,4.5,Southampton,4,0.17,17,0.33,5,0.24,6,0.16,6,0.23,4,0.17,5,0.14,5,0.15
G,717,Bentley,4.0,4.0,Wolves,0,0.02,1,0.04,1,0.06,3,0.10,1,0.06,2,0.06,2,0.10,2,0.09
D,718,Viña,4.5,4.5,Bournemouth,3,0.14,5,0.23,14,0.59,8,0.35,6,0.25,7,0.30,9,0.31,8,0.32
M,719,Ayari,4.5,4.5,Brighton,17,0.70,0,0.00,17,0.76,19,1.66,20,0.91,16,1.24,14,1.30,15,0.64
M,720,McKennie,4.7,4.7,Leeds,76,2.52,73,2.58,71,2.81,68,2.48,69,1.97,70,2.32,69,2.35,65,2.34
M,721,João Gomes,4.5,4.5,Wolves,50,1.73,19,0.74,21,0.86,20,0.73,21,0.83,22,0.78,23,0.90,21,0.71
D,722,Zabarnyi,4.5,4.5,Bournemouth,4,0.10,3,0.13,17,0.58,3,0.13,6,0.18,3,0.12,5,0.15,4,0.15
M,723,H.Traorè,4.5,4.5,Bournemouth,38,1.59,49,2.43,49,2.36,50,2.57,46,2.01,49,2.17,45,1.96,47,2.04
M,724,Enzo,5.0,5.0,Chelsea,73,2.33,0,0.00,68,2.48,70,2.00,68,2.41,66,2.62,69,4.00,65,2.16
M,725,Ahamada,4.5,4.5,Crystal Palace,9,0.39,10,0.44,13,0.56,13,0.56,12,0.51,13,0.58,10,0.45,12,0.57
M,726,Lukic,4.5,4.5,Fulham,11,0.42,14,0.61,17,0.63,20,1.40,22,0.90,21,0.81,21,0.83,22,0.74
D,727,Souttar,4.5,4.5,Leicester,62,0.93,56,2.08,48,1.29,44,1.66,41,1.25,43,0.99,44,0.85,46,1.63
M,728,Sabitzer,4.7,4.7,Man Utd,52,2.48,0,0.00,38,1.65,39,3.59,36,1.67,39,1.97,37,3.45,40,2.07
G,729,Navas,4.5,4.5,Nott'm Forest,89,3.17,84,2.94,77,2.79,74,2.71,63,2.66,63,2.22,57,2.00,57,2.17
D,730,Felipe,4.5,4.5,Nott'm Forest,81,1.76,77,1.23,73,1.70,73,1.76,70,2.77,70,1.27,70,1.23,72,2.04
M,731,Kamaldeen,5.0,5.0,Southampton,52,2.47,48,1.73,48,2.43,47,1.76,46,2.10,44,2.18,44,1.71,46,1.92
F,732,Onuachu,5.5,5.5,Southampton,28,1.70,22,1.06,14,1.00,14,0.75,14,0.85,13,0.92,13,0.71,15,0.85
D,733,Pedro Porro,4.8,4.8,Spurs,85,4.71,82,2.53,78,2.87,77,2.17,75,4.13,71,2.83,62,3.16,49,2.13
M,734,A.Ayew,5.0,5.0,Nott'm Forest,15,0.83,27,1.26,32,1.60,30,1.47,34,1.99,30,1.35,33,1.48,31,1.53
M,735,Marçal-Madivadua,4.5,4.5,Leicester,0,0.01,0,0.01,0,0.02,0,0.03,0,0.02,1,0.03,1,0.03,1,0.05
D,736,Offiah,4.0,4.0,Brighton,3,0.07,0,0.00,3,0.10,3,0.18,3,0.12,3,0.16,3,0.21,2,0.06
D,737,Greenwood,4.0,4.0,Bournemouth,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
D,738,Kinsey-Wellings,4.0,4.0,Bournemouth,0,0.00,0,0.00,1,0.03,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00
G,739,Anang,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00
G,740,Hegyi,3.9,3.9,West Ham,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.02,0,0.01
M,741,Miley,4.5,4.5,Newcastle,0,0.00,0,0.02,0,0.03,1,0.03,0,0.03,0,0.06,1,0.06,1,0.05
D,742,Chilokoa-Mullen,4.0,4.0,Leeds,1,0.03,2,0.05,1,0.04,2,0.05,2,0.04,1,0.03,2,0.06,1,0.04
D,743,Monteiro,4.0,4.0,Leeds,1,0.03,2,0.05,2,0.05,1,0.03,2,0.03,1,0.03,1,0.03,1,0.03
D,744,Swinkels,4.0,4.0,Aston Villa,1,0.02,1,0.04,2,0.05,1,0.03,1,0.02,0,0.01,1,0.02,1,0.02
G,745,Zych,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,746,Casey,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.01,0,0.02,1,0.02,1,0.03,1,0.04,1,0.04
G,747,Wickens,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,0,0.02,0,0.00
M,748,Mundle,4.5,4.5,Spurs,3,0.19,7,0.31,6,0.29,6,0.28,5,0.26,2,0.11,2,0.11,1,0.08
G,749,G.Shelvey,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,750,C.Robinson,4.0,4.0,Fulham,0,0.01,1,0.02,0,0.00,1,0.02,1,0.02,0,0.01,0,0.01,0,0.01
D,751,Walters,4.0,4.0,Arsenal,0,0.01,1,0.05,1,0.03,1,0.04,1,0.04,2,0.06,1,0.06,2,0.07
M,752,Olakigbe,4.5,4.5,Brentford,0,0.00,1,0.03,1,0.03,1,0.04,1,0.06,1,0.05,0,0.02,0,0.02
G,753,Wright,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,754,Revan,4.0,4.0,Aston Villa,1,0.03,1,0.03,2,0.06,1,0.02,1,0.03,1,0.02,1,0.02,1,0.03
G,10023,Alfie Whiteman,99.9,99.9,Spurs,0,0.00,0,0.01,0,0.01,0,0.00,0,0.02,0,0.01,0,0.01,0,0.02
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,10150,Andy Lonergan,99.9,99.9,Everton,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,0,0.00,0,0.01,0,0.01
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01
M,10249,Matty Longstaff,99.9,99.9,Newcastle,4,0.21,4,0.25,4,0.20,5,0.32,4,0.25,5,0.48,5,0.28,5,0.24
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.03,0,0.00,0,0.00,0,0.01,0,0.00
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.01,0,0.00
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.02,0,0.01
G,10359,Louie Moulden,99.9,99.9,Wolves,0,0.01,1,0.03,2,0.08,2,0.07,3,0.12,3,0.10,3,0.12,3,0.10